"Id","Latitude","Longitude","YearCollected","MonthCollected","DayCollected","TimeCollected","DurationInHours","NumberObservers","ObservationCount"
548,42.2262929,-76.674442,2007,8,20,7.42,0.17,1,1
549,40.8795647,-72.719493,2007,6,10,13.5,0.67,1,0
552,42.7149214,-73.866019,2007,4,26,10.67,1.5,1,0
553,42.9675401,-76.738043,2007,2,18,2,1,2,2
554,42.1462002,-76.910232,2007,4,26,7.92,0.42,1,2
555,43.2575609,-77.4618,2007,1,12,9,1.83,2,5
557,42.6649869,-73.968115,2007,4,30,17.5,0.5,1,2
558,42.1040813,-76.937685,2007,4,19,8.75,0.25,1,5
559,42.1462002,-76.910232,2007,4,10,8.17,1.58,1,10
560,40.6603594,-73.603978,2007,2,8,11,1,3,20
561,43.0899521,-77.378855,2007,5,9,9.5,2.5,1,0
562,42.6093776,-73.890489,2007,5,12,7,3.5,8,0
563,43.2575609,-77.4618,2007,5,31,8.83,1.92,2,13
564,42.9617502,-77.090654,2007,3,24,9,1.5,2,0
565,42.9194435,-76.782804,2007,6,20,7.83,0.67,2,0
566,42.825319,-77.100952,2007,3,31,8.5,1.67,1,17
567,42.7825933,-73.807798,2007,10,10,9,4,1,2
568,42.143307,-76.916857,2007,3,29,8.5,1.5,1,6
569,42.1462002,-76.910232,2007,4,6,8,0.08,1,1
570,42.1470204,-76.90217,2007,6,20,8.58,1.42,1,10
571,42.7825933,-73.807798,2007,2,20,11.75,1.25,1,25
572,42.8468739,-78.852983,2007,9,13,10.5,1.5,1,30
573,42.8311636,-74.612789,2007,7,15,15,2,1,0
574,42.6770089,-77.296372,2007,5,28,7.5,2.5,3,12
576,42.8600486,-77.109003,2007,4,2,9.25,1.75,1,2
577,42.5915718,-74.952187,2007,2,12,7.83,1,1,1
579,43.2575609,-77.4618,2007,5,6,8.75,2,2,17
580,44.7038631,-74.537945,2007,5,3,17,1.25,1,2
581,42.8683135,-77.238286,2007,6,16,7,2.5,7,8
582,42.82694,-73.95389,2007,4,3,10.58,0.42,1,0
584,42.1046544,-76.950989,2007,4,7,9.67,0.25,1,1
585,42.82694,-73.95389,2007,4,2,11,0.75,1,0
586,42.9946035,-73.598785,2007,2,24,10.17,1.75,2,6
587,42.6093474,-73.890484,2007,7,16,10.5,3,1,0
588,42.7752434,-73.69586,2007,8,5,7.08,2.33,2,0
589,42.98633,-76.73545,2007,6,17,7.17,0.67,2,3
590,42.7825933,-73.807798,2007,4,26,12,2,1,0
593,42.7752434,-73.69586,2007,8,22,10.33,1.67,3,1
596,43.0992,-77.435416,2007,3,29,11,1,1,5
597,42.6767565,-73.700666,2007,5,4,10.83,1.67,1,0
598,42.7825933,-73.807798,2007,5,13,7,5,20,0
600,42.7825933,-73.807798,2007,5,1,8.5,4,1,0
602,40.6787341,-73.693693,2007,2,18,13,2,1,130
603,42.110462,-78.767547,2007,7,15,14.83,0.5,1,1
604,40.7413557,-73.166446,2007,4,8,15.83,0.42,1,0
605,42.1462002,-76.910232,2007,3,26,7.5,0.17,1,1
606,40.7350472,-73.331883,2007,5,3,8.75,2.17,1,0
607,42.9756126,-76.783043,2007,4,20,18.5,0.67,1,0
608,42.1462002,-76.910232,2007,3,26,9.5,0.17,1,2
609,40.62044,-73.82697,2007,9,9,8,5.58,1,0
610,42.143307,-76.916857,2007,6,15,8.17,2.25,1,6
611,42.3693338,-75.241023,2007,6,2,5.67,1.17,1,1
612,42.1462002,-76.910232,2007,3,13,7.5,0.33,1,8
613,43.1388391,-77.567017,2007,4,19,15.5,1,1,5
614,41.2788948,-73.930053,2007,3,4,11.75,3.25,1,0
615,42.9617502,-77.090654,2007,5,12,7,2,2,0
616,42.8468739,-78.852983,2007,8,30,5,1.5,1,30
617,42.4791969,-76.451378,2007,8,29,14,1.5,1,6
618,42.1430416,-76.918459,2007,4,18,7,3,2,7
619,41.5366669,-74.51667,2007,5,20,6.83,4.25,8,0
621,42.1470204,-76.90217,2007,4,20,7.25,1,2,11
622,42.7825933,-73.807798,2007,4,23,10.25,3.25,1,0
625,42.9074685,-74.160419,2007,4,7,8,3.5,14,0
626,43.2575609,-77.4618,2007,2,12,8.83,1.67,1,3
627,43.2575609,-77.4618,2007,2,19,8.75,1.92,1,100
628,42.9194435,-76.782804,2007,5,12,8.5,0.25,2,0
630,42.98633,-76.73545,2007,6,3,8.83,2,2,0
631,42.363022,-77.131201,2007,7,15,18.17,0.08,1,4
632,42.9625,-77.67278,2007,1,28,15.25,1.33,1,300
634,43.2575609,-77.4618,2007,4,9,8.67,1.83,1,35
635,42.7825933,-73.807798,2007,5,13,7.5,4.67,12,0
636,43.2575609,-77.4618,2007,10,1,8.67,2,2,5
638,42.7825933,-73.807798,2007,6,21,8.92,3.08,1,0
640,40.6787707,-73.695723,2007,9,16,8.75,2,1,50
641,43.0906572,-77.378018,2007,10,4,8,2,1,8
642,40.5786111,-73.572778,2007,4,20,18.5,1,1,0
643,40.6787707,-73.695723,2007,6,1,16.42,1.42,1,0
644,40.6787707,-73.695723,2007,3,14,16.75,1.75,1,0
645,40.5786111,-73.572778,2007,4,7,12.67,0.83,1,0
646,40.6787707,-73.695723,2007,5,30,17.75,1.25,1,0
647,42.2982445,-75.466705,2007,4,22,13,2,1,6
648,42.901929,-77.669864,2007,5,8,12.67,0.83,1,5
649,42.143307,-76.916857,2007,5,8,8.17,3.17,1,7
650,42.1046544,-76.950989,2007,8,13,7,0.75,1,6
653,42.143307,-76.916857,2007,8,18,9.17,1.83,1,7
655,42.2262929,-76.674442,2007,8,20,8,0.08,1,1
656,40.7825,-73.96583,2007,5,13,7.25,6.5,10,0
657,43.0906572,-77.378018,2007,8,23,8.67,1,1,3
658,43.0906572,-77.378018,2007,8,17,6.5,1.5,1,4
660,40.6787707,-73.695723,2007,5,25,16.75,1.5,1,0
662,42.5005866,-73.775151,2007,5,17,8,4,9,0
663,43.1505969,-77.056046,2007,7,22,9,3,2,0
664,40.5861416,-73.99447,2007,7,21,5.67,1.17,2,2
665,42.9922632,-76.767304,2007,8,5,8.58,0.25,2,0
666,42.1470204,-76.90217,2007,8,2,6.75,0.75,1,12
667,43.2575609,-77.4618,2007,5,21,8.33,1.75,2,14
668,42.7825933,-73.807798,2007,3,14,8.5,2.25,2,0
669,40.7893148,-72.778072,2007,5,14,14.25,2,1,0
670,42.1752556,-76.855879,2007,7,13,6.25,0.83,1,1
671,42.7825933,-73.807798,2007,3,19,10.42,3.17,1,0
672,42.9921971,-76.767644,2007,9,1,3,4.5,16,2
673,43.1713567,-76.951223,2007,5,22,9.5,2,2,6
675,43.2771988,-77.652199,2007,5,23,6.83,3,1,6
676,42.7069444,-73.6875,2007,6,1,9.17,0.5,1,3
677,42.8788457,-76.800269,2007,5,5,17,0.25,2,0
678,42.82694,-73.95389,2007,6,1,8.83,2.42,1,0
679,42.6238547,-77.390528,2007,6,21,0.5,1,2,2
680,42.7825933,-73.807798,2007,4,5,7.83,4,6,0
681,42.7825933,-73.807798,2007,4,25,8.75,3.17,1,0
682,43.0440527,-77.429066,2007,5,17,8,3.5,7,10
684,42.9625,-77.67278,2007,5,3,18.25,1.17,1,22
685,42.103126,-76.941118,2007,4,19,9.17,0.33,1,9
686,42.7825933,-73.807798,2007,8,28,7.33,2.5,1,0
687,41.0930336,-72.393637,2007,5,27,9.75,2,1,0
688,42.4324956,-79.03896,2007,9,1,12.5,2.25,1,5
689,42.3034538,-73.7889,2007,4,21,17,0.5,1,2
690,42.1462002,-76.910232,2007,4,13,12,0.25,1,15
691,40.9107883,-72.797384,2007,3,4,10.58,1.25,1,47
692,42.2319664,-76.665323,2007,7,12,10.5,0.17,1,1
693,42.98633,-76.73545,2007,5,3,14.25,0.75,1,0
695,43.1713567,-76.951223,2007,9,16,9,2,1,2
696,43.0248707,-77.481809,2007,6,5,8,1.67,1,5
699,40.62345,-73.25891,2007,9,18,17.5,2,1,0
701,43.1713567,-76.951223,2007,7,22,15.17,1.5,2,2
702,42.6660914,-73.969874,2007,4,26,7.33,3.08,1,0
705,42.11466,-76.81663,2007,4,3,7.67,0.08,1,3
707,43.2341003,-77.561501,2007,5,6,6.5,2,1,4
708,42.901929,-77.669864,2007,5,1,13.33,0.5,1,15
709,40.7947684,-73.957887,2007,5,19,13.5,3,1,0
710,42.7825933,-73.807798,2007,5,3,8.92,3.75,1,0
711,42.901929,-77.669864,2007,4,4,17.5,0.17,1,5
714,42.5094164,-73.901297,2007,5,24,11.17,0.42,8,0
715,42.6093474,-73.890484,2007,5,10,7,2,20,0
717,40.5888889,-73.556667,2007,7,21,7.42,1.58,2,4
718,42.1470204,-76.90217,2007,4,6,8.08,0.83,1,2
719,42.6529613,-76.326292,2007,10,9,9,1.75,2,37
720,42.365009,-77.120723,2007,7,15,18.25,0.25,1,4
722,40.5786111,-73.572778,2007,7,28,16,1.5,1,0
723,42.1082522,-76.803103,2007,4,25,16.67,0.05,1,1
724,42.2982445,-75.466705,2007,5,19,13,2,1,5
725,44.7038631,-74.537945,2007,4,24,15.5,1.08,1,3
726,40.5786111,-73.572778,2007,9,16,6,2.5,1,0
727,42.1470204,-76.90217,2007,6,20,10,0.83,1,6
728,42.7825933,-73.807798,2007,5,15,13,2.17,1,0
730,42.901929,-77.669864,2007,4,5,8.5,0.08,1,0
731,42.8253547,-77.103827,2007,5,27,6.67,2.5,8,10
732,42.9756126,-76.783043,2007,1,5,15,0.75,1,25
734,42.0996872,-76.942234,2007,4,24,7.75,1.33,1,11
735,40.6787707,-73.695723,2007,5,13,11.25,1.33,1,0
736,42.2297249,-76.666803,2007,4,3,8.5,0.92,1,5
737,42.5589601,-77.060208,2007,2,10,12.5,0.33,3,5
738,40.8509599,-72.733548,2007,5,14,11.08,2,1,0
740,43.2575609,-77.4618,2007,9,10,8.75,2.08,1,15
741,40.62345,-73.25891,2007,4,20,16,2,1,0
742,44.10333,-76.0925,2007,5,28,8.5,3.5,2,5
743,42.98633,-76.73545,2007,3,25,9.17,0.83,2,0
745,42.901929,-77.669864,2007,4,12,14,0.42,1,2
746,42.0999419,-76.936398,2007,4,24,9.08,0.17,1,5
747,42.901929,-77.669864,2007,4,17,13.08,0.25,1,3
748,43.2575609,-77.4618,2007,6,7,8.83,1.67,1,16
749,43.0906572,-77.378018,2007,9,27,9.25,1.5,1,1
751,40.8509599,-72.733548,2007,6,10,14.25,1.5,1,0
752,42.6660914,-73.969874,2007,4,19,8,3.83,9,0
753,42.901929,-77.669864,2007,4,24,12.92,0.5,1,9
754,43.0040947,-76.747422,2007,7,8,8.5,1.25,2,5
755,42.4324956,-79.03896,2007,8,27,8,3,1,8
756,43.2575609,-77.4618,2007,1,22,8.58,1.83,1,28
757,42.3034538,-73.7889,2007,3,4,7.67,3.25,12,21
759,42.5564292,-73.750478,2007,5,5,14,1.5,1,0
760,42.1046544,-76.950989,2007,8,31,7,1,1,19
761,42.4389271,-75.101004,2007,5,10,7.5,1.75,1,0
762,42.7825933,-73.807798,2007,8,5,10,1.08,2,0
763,42.3693338,-75.241023,2007,4,22,6.25,1.08,1,0
765,40.6787707,-73.695723,2007,4,24,17.25,2,1,0
766,43.0833333,-76.683333,2007,9,15,12.33,4.5,1,3
767,40.6787341,-73.693693,2007,4,17,16.58,1.67,1,120
769,40.6813011,-73.641197,2007,4,28,13,1.5,2,0
770,42.1462002,-76.910232,2007,3,13,8.75,0.42,1,2
771,43.2341003,-77.561501,2007,5,5,7.67,6,1,30
772,42.901929,-77.669864,2007,5,17,12.67,0.75,1,7
773,43.0833333,-76.683333,2007,10,13,14.5,2.5,1,0
774,43.2575609,-77.4618,2007,10,8,8.83,1.67,2,8
775,40.90083,-72.82028,2007,3,25,18.5,1.5,4,0
776,40.6813011,-73.641197,2007,4,1,14.75,2.75,2,0
779,42.9904617,-76.772136,2007,5,26,9.5,0.5,1,2
781,41.0477704,-71.918392,2007,9,20,13,2,2,0
783,42.7825933,-73.807798,2007,4,20,18.25,2.5,1,0
785,44.2210917,-74.437351,2007,10,6,10.25,4.5,3,0
786,42.1019161,-76.9382,2007,4,24,9.25,0.17,1,4
788,42.9194435,-76.782804,2007,6,2,17,0.5,2,0
789,42.2296613,-76.674528,2007,8,20,7.58,0.42,1,1
790,42.7825933,-73.807798,2007,8,22,8.67,1.08,3,0
792,40.6161111,-73.830278,2007,7,21,11.92,1.58,2,6
793,42.7422222,-73.575556,2007,7,3,17.75,3,1,2
794,42.8001823,-74.592316,2007,5,27,9,1,4,4
797,40.6787707,-73.695723,2007,5,6,8.33,5,5,0
798,42.1752556,-76.855879,2007,7,22,10.5,0.17,1,1
799,42.6093776,-73.890489,2007,6,13,8.75,3,2,0
800,42.7825933,-73.807798,2007,1,3,10,3,1,1
801,42.73167,-73.87917,2007,5,11,17.5,1.75,1,0
802,43.2575609,-77.4618,2007,6,13,7.25,1.83,1,28
803,42.1462002,-76.910232,2007,6,20,8.42,0.08,1,1
805,43.0899521,-77.378855,2007,3,30,9.5,2.5,1,15
806,40.62345,-73.25891,2007,4,19,10.5,2.5,1,0
807,40.6470756,-73.563166,2007,10,29,12.25,2.25,1,0
808,43.0906572,-77.378018,2007,10,22,8,2,1,40
809,43.2575609,-77.4618,2007,10,22,8.67,2,1,4
810,43.0833333,-76.683333,2007,10,25,14.5,2.83,1,2
811,42.9921971,-76.767644,2007,10,29,9,1.92,1,46
812,40.5888889,-73.556667,2007,10,21,7,3.5,6,0
813,42.2928023,-74.142952,2007,5,26,9,5,2,0
814,42.7652883,-73.905201,2007,5,11,11.75,1.25,1,0
815,42.2246835,-76.673887,2007,4,13,10,0.25,1,10
817,40.6304408,-73.224821,2007,10,7,7.25,9,1,0
818,40.7473468,-73.15072,2007,4,8,14.5,1,1,0
819,43.2575609,-77.4618,2007,7,2,9,1.75,1,29
820,42.4720969,-77.321777,2007,11,11,9,3,7,1
821,41.7574833,-74.09214,2007,11,4,10,1.5,2,0
823,43.2575609,-77.4618,2007,10,29,9,1.92,1,46
824,43.0833333,-76.683333,2007,11,3,12,5,1,1
826,40.5786111,-73.572778,2007,10,29,10,2,1,0
827,40.6257417,-73.608347,2007,10,28,10.5,1.83,1,120
828,43.0833333,-76.683333,2007,10,30,14,3.5,1,0
829,41.7525052,-74.127989,2007,6,8,8,2,2,0
831,42.9946035,-73.598785,2007,11,8,8.25,2.5,9,0
832,43.2452027,-73.54763,2007,11,8,10.75,1.25,9,0
833,43.0906572,-77.378018,2007,10,25,9,2.33,1,40
834,42.7825933,-73.807798,2007,10,31,9.08,2.58,1,7
835,43.0906572,-77.378018,2007,10,31,8.67,1.5,1,20
837,42.7825933,-73.807798,2007,10,30,9,2.83,1,2
838,41.6341667,-74.208328,2007,10,31,8.5,5,1,37
839,43.3665009,-77.972504,2007,11,2,7.83,2.5,2,10
841,43.2575609,-77.4618,2007,6,25,8,1.83,2,27
842,42.7825933,-73.807798,2007,4,24,18,1.17,1,0
843,43.0040947,-76.747422,2007,6,23,7.5,1.17,2,0
845,40.6787341,-73.693693,2007,3,11,16,2,2,1
848,42.1046544,-76.950989,2007,4,24,9.75,0.58,1,9
849,43.0705494,-77.389369,2007,4,28,8.5,3.33,1,0
850,42.7376489,-73.653106,2007,7,1,10,3,1,1
851,40.7473468,-73.15072,2007,4,21,8,3.5,12,0
854,42.6524873,-74.016062,2007,4,23,15.17,1.5,1,0
855,42.7825933,-73.807798,2007,3,4,11.5,0.33,1,2
856,42.6093776,-73.890489,2007,3,8,11.08,0.42,1,3
857,42.2982445,-75.466705,2007,3,31,10.08,0.5,1,2
859,42.3693338,-75.241023,2007,5,17,6.17,1.08,1,2
861,43.2575609,-77.4618,2007,11,12,9.33,1.67,2,9
862,42.7087409,-77.510262,2007,11,11,8.67,2,7,1
